Linux 3.2.0-25-virtual (ip-10-154-184-231) 	04/05/2014 	_x86_64_	(4 CPU)

09:40:03 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:54:16 PM     all     24.38      0.00      1.00      0.00      0.00     74.63
09:54:17 PM     all     23.87      0.00      1.01      0.00      0.00     75.13
09:54:18 PM     all     20.55      0.00      4.51      0.00      0.00     74.94
09:54:19 PM     all     23.19      0.00      2.00      0.00      0.00     74.81
09:54:20 PM     all     24.06      0.00      1.00      0.00      0.00     74.94
09:54:21 PM     all     21.70      0.00      3.49      0.00      0.00     74.81
09:54:22 PM     all     23.50      0.00      1.50      0.25      0.00     74.75
09:54:23 PM     all     24.25      0.00      1.00      0.00      0.00     74.75
09:54:24 PM     all     20.00      0.00      5.00      0.00      0.00     75.00
09:54:25 PM     all     22.81      0.00      2.26      0.00      0.00     74.94
09:54:26 PM     all     21.50      0.00      3.50      0.00      0.00     75.00
09:54:27 PM     all     23.75      0.00      1.50      0.00      0.00     74.75
09:54:28 PM     all     23.56      0.00      1.50      2.01      0.00     72.93
09:54:29 PM     all     16.25      0.00      5.25      4.25      0.00     74.25
09:54:30 PM     all     23.31      0.00      1.75      0.00      0.00     74.94
09:54:31 PM     all     24.44      0.00      0.75      0.00      0.00     74.81
09:54:32 PM     all     23.50      0.00      1.50      0.25      0.00     74.75
09:54:33 PM     all     22.50      0.00      2.50      0.00      0.25     74.75
09:54:34 PM     all     20.95      0.00      4.24      0.00      0.00     74.81
09:54:35 PM     all     23.50      0.00      1.50      0.00      0.00     75.00
09:54:36 PM     all     24.25      0.00      1.00      0.00      0.00     74.75
09:54:37 PM     all     23.00      0.00      2.00      0.00      0.00     75.00
09:54:38 PM     all     16.04      0.00      6.52      2.26      0.00     75.19
09:54:39 PM     all     24.31      0.00      0.75      0.00      0.00     74.94
09:54:40 PM     all     23.69      0.00      1.50      0.00      0.00     74.81
09:54:41 PM     all     21.55      0.00      3.51      0.00      0.00     74.94
09:54:42 PM     all     22.69      0.00      2.49      0.25      0.00     74.56
09:54:43 PM     all     24.00      0.00      1.00      0.00      0.00     75.00
09:54:44 PM     all     24.06      0.00      1.00      0.00      0.00     74.94
09:54:45 PM     all     24.19      0.00      1.00      0.00      0.00     74.81
09:54:46 PM     all     22.56      0.00      2.51      0.00      0.00     74.94
09:54:47 PM     all     21.95      0.00      3.24      0.00      0.00     74.81
09:54:48 PM     all     14.36      0.00      6.80      3.78      0.00     75.06
09:54:49 PM     all     22.44      0.00      2.74      0.00      0.00     74.81
09:54:50 PM     all     23.75      0.00      1.25      0.00      0.00     75.00
09:54:51 PM     all     24.31      0.00      0.75      0.00      0.00     74.94
09:54:52 PM     all     16.50      0.00      6.50      2.25      0.00     74.75
09:54:53 PM     all     22.81      0.00      2.26      0.00      0.00     74.94
09:54:54 PM     all     23.69      0.00      1.50      0.00      0.00     74.81
09:54:55 PM     all     24.00      0.00      1.25      0.00      0.00     74.75
09:54:56 PM     all     23.50      0.00      1.50      0.00      0.00     75.00
09:54:57 PM     all     15.54      0.00      5.26      4.26      0.00     74.94
09:54:58 PM     all     22.19      0.00      2.99      0.00      0.00     74.81
09:54:59 PM     all     24.31      0.00      0.75      0.00      0.00     74.94
09:55:00 PM     all     24.00      0.00      1.00      0.00      0.00     75.00
09:55:01 PM     all     15.29      0.00      6.27      3.51      0.00     74.94
09:55:02 PM     all     23.13      0.00      2.49      0.25      0.00     74.13
09:55:03 PM     all     24.06      0.00      1.00      0.00      0.00     74.94
09:55:04 PM     all     24.25      0.00      1.00      1.00      0.00     73.75
09:55:05 PM     all     19.55      0.00      4.01      1.50      0.00     74.94
09:55:06 PM     all     22.06      0.00      3.01      0.00      0.00     74.94
09:55:07 PM     all     24.00      0.00      1.00      0.25      0.00     74.75
09:55:08 PM     all     24.19      0.00      1.00      0.00      0.00     74.81
09:55:09 PM     all     19.80      0.00      5.26      0.00      0.00     74.94
09:55:10 PM     all     22.44      0.00      2.74      0.00      0.00     74.81
09:55:11 PM     all     24.06      0.00      1.00      0.00      0.00     74.94
09:55:12 PM     all     22.06      0.00      3.01      0.00      0.00     74.94
09:55:13 PM     all      5.96      0.00     11.66      3.23      0.25     78.91
09:55:14 PM     all      1.75      0.00      4.01      0.00      0.00     94.24
09:55:15 PM     all      7.27      0.00     19.05      0.00      0.00     73.68
09:55:16 PM     all      9.50      0.00     17.25      0.00      0.00     73.25
09:55:17 PM     all      7.09      0.00     18.48      0.25      0.00     74.18
09:55:18 PM     all      7.25      0.00     19.00      0.25      0.25     73.25
09:55:19 PM     all      6.47      0.00     22.39      0.75      0.00     70.40
09:55:20 PM     all      5.56      0.00     25.51      0.00      0.00     68.94
09:55:21 PM     all      4.27      0.00     26.13      0.00      0.00     69.60
09:55:22 PM     all     11.78      0.00     15.29      0.25      0.00     72.68
09:55:23 PM     all     22.75      0.00      2.00      0.50      0.00     74.75
09:55:24 PM     all     21.20      0.00      3.99      0.00      0.00     74.81
09:55:25 PM     all     20.35      0.00      4.77      0.00      0.00     74.87
09:55:26 PM     all     20.75      0.00      4.50      0.00      0.00     74.75
09:55:27 PM     all     18.50      0.00      6.50      0.25      0.00     74.75
09:55:28 PM     all     20.75      0.00      4.50      0.00      0.00     74.75
09:55:29 PM     all     19.05      0.00      5.51      0.50      0.25     74.69
09:55:30 PM     all     21.50      0.00      3.50      0.00      0.00     75.00
09:55:31 PM     all     20.20      0.00      5.24      0.00      0.00     74.56
09:55:32 PM     all     19.80      0.00      5.26      0.00      0.00     74.94
09:55:33 PM     all     19.20      0.00      6.23      0.00      0.00     74.56
09:55:34 PM     all     18.05      0.00      7.02      0.00      0.00     74.94
09:55:35 PM     all     19.80      0.00      5.26      0.00      0.00     74.94
09:55:36 PM     all     19.00      0.00      6.00      0.00      0.00     75.00
09:55:37 PM     all     20.75      0.00      4.50      0.25      0.00     74.50
09:55:38 PM     all     20.80      0.00      4.01      0.00      0.00     75.19
09:55:39 PM     all     21.20      0.00      4.24      0.00      0.00     74.56
09:55:40 PM     all     21.55      0.00      3.26      0.00      0.00     75.19
09:55:41 PM     all     19.95      0.00      5.49      0.00      0.00     74.56
09:55:42 PM     all     20.30      0.00      4.76      0.25      0.00     74.69
09:55:43 PM     all     21.75      0.00      3.50      0.00      0.00     74.75
09:55:44 PM     all     16.04      0.00      6.27      4.76      0.00     72.93
09:55:45 PM     all     19.25      0.00      6.00      0.00      0.00     74.75
09:55:46 PM     all     18.05      0.00      7.27      0.00      0.00     74.69
09:55:47 PM     all     15.62      0.00      8.82      0.00      0.00     75.57
09:55:48 PM     all     20.70      0.00      3.99      0.50      0.00     74.81
09:55:49 PM     all     23.56      0.00      1.50      0.00      0.00     74.94
09:55:50 PM     all     20.20      0.00      4.99      0.00      0.00     74.81
09:55:51 PM     all     23.50      0.00      1.50      0.00      0.00     75.00
09:55:52 PM     all     21.75      0.00      3.50      0.25      0.00     74.50
09:55:53 PM     all     20.80      0.00      4.51      0.00      0.00     74.69
09:55:54 PM     all     22.75      0.00      2.25      0.00      0.00     75.00
09:55:55 PM     all     23.94      0.00      1.25      0.00      0.00     74.81
09:55:56 PM     all     24.56      0.00      0.50      0.00      0.00     74.94
09:55:57 PM     all     22.75      0.00      2.50      0.00      0.00     74.75
09:55:58 PM     all     22.25      0.00      2.75      0.00      0.00     75.00
09:55:59 PM     all     23.75      0.00      1.50      0.00      0.00     74.75
09:56:00 PM     all     21.30      0.00      3.76      0.00      0.00     74.94
09:56:01 PM     all     24.00      0.00      1.00      0.00      0.00     75.00
09:56:02 PM     all     20.45      0.00      4.99      0.25      0.00     74.31
09:56:03 PM     all     21.75      0.00      3.50      0.00      0.00     74.75
09:56:04 PM     all     23.50      0.00      1.75      0.00      0.00     74.75
09:56:05 PM     all     21.30      0.00      3.76      0.00      0.00     74.94
09:56:06 PM     all     22.44      0.00      2.74      0.00      0.00     74.81
09:56:07 PM     all     22.56      0.00      2.51      0.25      0.00     74.69
09:56:08 PM     all     22.25      0.00      2.75      0.00      0.00     75.00
09:56:09 PM     all     22.50      0.00      2.75      0.00      0.00     74.75
09:56:10 PM     all     20.30      0.00      4.76      0.00      0.00     74.94
09:56:11 PM     all     21.25      0.00      4.00      0.00      0.00     74.75
09:56:12 PM     all     20.00      0.00      5.00      0.25      0.00     74.75
09:56:13 PM     all     21.20      0.00      3.99      0.00      0.00     74.81
09:56:14 PM     all     21.00      0.00      4.00      0.00      0.25     74.75
09:56:15 PM     all     17.46      0.00      7.73      0.00      0.00     74.81
09:56:16 PM     all     21.00      0.00      4.25      0.00      0.00     74.75
09:56:17 PM     all     23.75      0.00      1.25      0.00      0.00     75.00
09:56:18 PM     all     21.30      0.00      4.01      0.25      0.00     74.44
09:56:19 PM     all     20.45      0.00      4.74      0.00      0.00     74.81
09:56:20 PM     all     20.80      0.00      4.51      0.00      0.00     74.69
09:56:21 PM     all     14.04      0.00      9.52      1.50      0.00     74.94
09:56:22 PM     all      0.75      0.00      3.74      0.00      0.00     95.51
09:56:23 PM     all      6.77      0.00     15.54      0.25      0.00     77.44
09:56:24 PM     all     15.29      0.00     12.03      0.00      0.00     72.68
09:56:25 PM     all     22.31      0.00      2.51      0.00      0.00     75.19
09:56:26 PM     all     20.95      0.00      4.49      0.00      0.25     74.31
09:56:27 PM     all     20.05      0.00      5.01      0.00      0.00     74.94
09:56:28 PM     all     12.25      0.00      7.75      0.25      0.00     79.75
09:56:29 PM     all      9.02      0.00      3.01      0.25      0.00     87.72
09:56:30 PM     all      0.25      0.00      0.50      0.00      0.00     99.25
09:56:31 PM     all     10.28      0.00      2.76      0.00      0.00     86.97
09:56:32 PM     all     21.70      0.00      3.49      0.00      0.00     74.81
09:56:33 PM     all     22.81      0.00      2.26      0.25      0.00     74.69
09:56:34 PM     all     22.31      0.00      2.76      0.00      0.00     74.94
09:56:35 PM     all     23.50      0.00      1.50      0.00      0.00     75.00
09:56:36 PM     all     22.25      0.00      3.00      0.00      0.00     74.75
09:56:37 PM     all     22.69      0.00      2.49      0.00      0.00     74.81
09:56:38 PM     all     23.06      0.00      2.01      0.25      0.00     74.69
09:56:39 PM     all     20.20      0.00      2.99      2.00      0.00     74.81
09:56:40 PM     all     22.94      0.00      2.24      0.00      0.00     74.81
09:56:41 PM     all     23.00      0.00      2.25      0.00      0.00     74.75
09:56:42 PM     all     19.60      0.00      5.28      0.00      0.00     75.13
09:56:43 PM     all     22.44      0.00      2.74      0.00      0.00     74.81
09:56:44 PM     all     23.56      0.00      1.50      0.00      0.00     74.94
09:56:45 PM     all     24.00      0.00      1.00      0.00      0.00     75.00
09:56:46 PM     all     21.05      0.00      4.01      0.00      0.00     74.94
09:56:47 PM     all     20.70      0.00      4.49      0.00      0.00     74.81
09:56:48 PM     all     22.61      0.00      2.51      0.00      0.00     74.87
09:56:49 PM     all     23.25      0.00      2.00      0.00      0.00     74.75
09:56:50 PM     all     22.75      0.00      2.25      0.00      0.00     75.00
09:56:51 PM     all     21.30      0.00      3.76      0.00      0.00     74.94
09:56:52 PM     all     21.75      0.00      3.25      0.00      0.00     75.00
09:56:53 PM     all     23.50      0.00      1.75      0.25      0.00     74.50
09:56:54 PM     all     21.50      0.00      3.50      0.00      0.00     75.00
09:56:55 PM     all     23.00      0.00      2.25      0.00      0.00     74.75
09:56:56 PM     all     23.31      0.00      1.75      0.00      0.00     74.94
09:56:57 PM     all     20.25      0.00      3.50      1.25      0.00     75.00
09:56:58 PM     all     21.14      0.00      3.73      0.25      0.25     74.63
09:56:59 PM     all     21.11      0.00      4.27      5.78      0.00     68.84
09:57:00 PM     all     20.70      0.00      4.49      0.00      0.00     74.81
09:57:01 PM     all     22.56      0.00      2.26      0.00      0.00     75.19
09:57:02 PM     all     23.31      0.00      2.01      0.00      0.00     74.69
09:57:03 PM     all     20.75      0.00      4.25      0.50      0.00     74.50
09:57:04 PM     all     20.75      0.00      4.75     11.75      0.00     62.75
09:57:05 PM     all      8.56      0.00      4.53     15.37      0.00     71.54
09:57:06 PM     all     12.06      0.00     58.54      0.25      0.00     29.15
09:57:07 PM     all      8.00      0.00     92.00      0.00      0.00      0.00
09:57:08 PM     all      8.00      0.00     91.75      0.25      0.00      0.00
09:57:09 PM     all     25.13      0.00     47.99      0.00      0.00     26.88
09:57:10 PM     all     49.87      0.00      0.25      0.00      0.00     49.87
09:57:11 PM     all     49.88      0.00      0.25      0.00      0.00     49.88
09:57:12 PM     all     50.00      0.00      0.00      0.00      0.25     49.75
09:57:13 PM     all     49.75      0.00      0.25      0.25      0.00     49.75
09:57:14 PM     all     49.88      0.00      0.25      0.25      0.00     49.63
09:57:15 PM     all     50.00      0.00      0.25      0.00      0.00     49.75
09:57:16 PM     all     50.13      0.00      0.00      0.00      0.00     49.87
09:57:17 PM     all     49.63      0.00      0.50      0.00      0.00     49.88
09:57:18 PM     all     50.25      0.00      0.00      0.00      0.00     49.75
09:57:19 PM     all     49.88      0.00      0.25      0.25      0.00     49.63
09:57:20 PM     all     50.00      0.00      0.00      0.00      0.00     50.00
09:57:21 PM     all     50.00      0.00      0.25      0.00      0.00     49.75
09:57:22 PM     all     50.00      0.00      0.00      0.00      0.00     50.00
09:57:23 PM     all     49.88      0.00      0.25      0.25      0.00     49.63
09:57:24 PM     all     50.25      0.00      0.00      0.00      0.00     49.75
09:57:25 PM     all     49.75      0.00      0.25      0.00      0.00     50.00
09:57:26 PM     all     50.00      0.00      0.25      0.00      0.00     49.75
09:57:27 PM     all     50.12      0.00      0.00      0.00      0.00     49.88
09:57:28 PM     all     50.25      0.00      0.00      0.00      0.00     49.75
09:57:29 PM     all     49.38      0.00      0.50      0.25      0.00     49.88
09:57:30 PM     all     40.77      0.00      2.56      0.00      0.26     56.41
09:57:31 PM     all      5.51      0.00     20.30      0.00      0.00     74.19
09:57:32 PM     all     44.89      0.00      3.24      0.00      0.00     51.87
09:57:33 PM     all     24.06      0.00      1.00      0.00      0.00     74.94
09:57:34 PM     all     18.34      0.00      6.03      0.75      0.00     74.87
09:57:35 PM     all     10.97      0.00     14.96      0.50      0.00     73.57
09:57:36 PM     all     49.75      0.00      0.25      0.00      0.00     50.00
09:57:37 PM     all     12.50      0.00     13.50      0.00      0.00     74.00
09:57:38 PM     all     34.91      0.00      4.24      0.00      0.00     60.85
09:57:39 PM     all     49.87      0.00      0.25      0.00      0.00     49.87
09:57:40 PM     all     35.25      0.00      4.75      3.50      0.00     56.50
09:57:41 PM     all     50.00      0.00      0.00      0.00      0.00     50.00
09:57:42 PM     all     32.16      0.00      4.02      0.00      0.00     63.82
09:57:43 PM     all     45.50      0.00      4.75      0.25      0.00     49.50
09:57:44 PM     all     39.85      0.00      6.52      1.25      0.00     52.38
09:57:45 PM     all     69.67      0.00      6.27      3.76      0.00     20.30
09:57:46 PM     all     81.86      0.00     10.08      0.00      0.25      7.81
09:57:47 PM     all     80.15      0.00      8.79      0.00      0.00     11.06
09:57:48 PM     all     69.00      0.00      8.25      0.00      0.00     22.75
09:57:49 PM     all     81.77      0.00     10.63      0.00      0.00      7.59
09:57:50 PM     all     83.29      0.00     10.22      0.00      0.00      6.48
09:57:51 PM     all     91.96      0.00      7.29      0.00      0.00      0.75
09:57:52 PM     all     97.26      0.00      2.49      0.00      0.00      0.25
09:57:53 PM     all     88.00      0.00      6.00      0.00      0.00      6.00
09:57:54 PM     all     94.25      0.00      5.50      0.00      0.00      0.25
09:57:55 PM     all     85.39      0.00      7.81      0.00      0.00      6.80
09:57:56 PM     all     58.25      0.00     11.25      0.00      0.00     30.50
09:57:57 PM     all     79.00      0.00     11.00      0.00      0.00     10.00
09:57:58 PM     all     81.45      0.00     14.29      0.00      0.00      4.26
09:57:59 PM     all     92.23      0.00      7.52      0.00      0.00      0.25
09:58:00 PM     all     86.50      0.00      5.75      0.00      0.00      7.75
09:58:01 PM     all     78.14      0.00      7.04      0.00      0.00     14.82
09:58:02 PM     all     72.22      0.00     10.86      0.00      0.25     16.67
09:58:03 PM     all     89.67      0.00      8.82      0.00      0.00      1.51
09:58:04 PM     all     94.19      0.00      4.55      0.00      0.00      1.26
09:58:05 PM     all     83.29      0.00     10.47      0.00      0.00      6.23
09:58:06 PM     all     79.60      0.00     11.08      0.00      0.00      9.32
09:58:07 PM     all     86.97      0.00      9.02      0.00      0.00      4.01
09:58:08 PM     all     80.15      0.00      9.55      0.00      0.00     10.30
09:58:09 PM     all     87.19      0.00      8.29      0.00      0.00      4.52
09:58:10 PM     all     89.70      0.00      8.79      0.00      0.00      1.51
09:58:11 PM     all     86.97      0.00      2.51      0.00      0.00     10.53
09:58:12 PM     all     23.69      0.00     10.47      0.00      0.00     65.84
09:58:13 PM     all     24.19      0.00      3.24      0.25      0.00     72.32
09:58:14 PM     all     10.75      0.00     15.00      0.00      0.00     74.25
09:58:15 PM     all     29.82      0.00      2.01      0.00      0.00     68.17
09:58:16 PM     all     42.00      0.00      0.25      0.00      0.25     57.50
09:58:17 PM     all     29.90      0.00      6.78      0.00      0.00     63.32
09:58:18 PM     all     11.81      0.00     13.07      1.51      0.00     73.62
09:58:19 PM     all      7.75      0.00     14.75      0.00      0.00     77.50
09:58:20 PM     all     16.28      0.00      7.12      0.00      0.00     76.59
09:58:21 PM     all     18.53      0.00      2.79      5.58      0.00     73.10
09:58:22 PM     all      0.25      0.00      1.50     23.06      0.00     75.19
09:58:23 PM     all      0.00      0.00      2.00     22.50      0.25     75.25
09:58:24 PM     all     10.30      0.00      6.03      4.02      0.00     79.65
09:58:25 PM     all     21.50      0.00      3.25      0.00      0.00     75.25
09:58:26 PM     all     20.45      0.00      4.74      0.00      0.00     74.81
09:58:27 PM     all     20.75      0.00      4.25      0.00      0.00     75.00
09:58:28 PM     all     20.05      0.00      5.26      0.00      0.00     74.69
09:58:29 PM     all      4.01      0.00      0.25     20.55      0.00     75.19
09:58:30 PM     all      0.00      0.00      0.25     24.56      0.00     75.19
09:58:31 PM     all     18.55      0.00      6.02      0.75      0.00     74.69
09:58:32 PM     all     19.25      0.00      5.75      0.00      0.00     75.00
09:58:33 PM     all     43.25      0.00      2.50      0.00      0.00     54.25
09:58:34 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:58:35 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:58:36 PM     all    100.00      0.00      0.00      0.00      0.00      0.00
09:58:37 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:58:38 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:58:39 PM     all     86.50      0.00      1.25      0.00      0.00     12.25
09:58:40 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:58:41 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:58:42 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:58:43 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:58:44 PM     all     86.28      0.00      1.25      0.00      0.00     12.47
09:58:45 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:58:46 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:58:47 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:58:48 PM     all     89.72      0.00      0.75      0.00      0.00      9.52
09:58:49 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:58:50 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:58:51 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:58:52 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:58:53 PM     all     87.56      0.00      1.24      3.98      0.00      7.21
09:58:54 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:58:55 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:58:56 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:58:57 PM     all     87.44      0.00      1.01      0.00      0.00     11.56
09:58:58 PM     all     98.76      0.00      1.24      0.00      0.00      0.00
09:58:59 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:59:00 PM     all     98.75      0.00      1.25      0.00      0.00      0.00
09:59:01 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:02 PM     all     85.04      0.00      1.25      0.00      0.00     13.72
09:59:03 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:04 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:05 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:06 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:07 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:08 PM     all     78.20      0.00      1.00      0.00      0.00     20.80
09:59:09 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:10 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:11 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:12 PM     all     99.00      0.00      1.00      0.00      0.00      0.00
09:59:13 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:14 PM     all     96.99      0.00      0.50      0.00      0.00      2.51
09:59:15 PM     all     83.96      0.00      0.75      0.00      0.00     15.29
09:59:16 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:17 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:18 PM     all    100.00      0.00      0.00      0.00      0.00      0.00
09:59:19 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:20 PM     all     80.55      0.00      1.25      0.00      0.00     18.20
09:59:21 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:22 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:23 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:24 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:25 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:26 PM     all     84.75      0.00      1.00      0.00      0.00     14.25
09:59:27 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:28 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:29 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:30 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:31 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:32 PM     all     85.00      0.00      0.50      0.00      0.25     14.25
09:59:33 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:34 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:35 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:36 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:37 PM     all     99.50      0.00      0.50      0.00      0.00      0.00
09:59:38 PM     all     81.05      0.00      1.75      0.00      0.00     17.21
09:59:39 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:40 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:41 PM     all     99.25      0.00      0.75      0.00      0.00      0.00
09:59:42 PM     all     99.75      0.00      0.25      0.00      0.00      0.00
09:59:43 PM     all     55.16      0.00      1.51      0.00      0.00     43.32
09:59:44 PM     all     33.83      0.00      1.50      0.00      0.00     64.66
09:59:45 PM     all     34.16      0.00      1.50      0.25      0.00     64.09
09:59:46 PM     all     32.91      0.00      1.51      0.00      0.00     65.58
09:59:47 PM     all     33.75      0.00      1.50      0.00      0.00     64.75
09:59:48 PM     all     32.50      0.00      2.00      2.25      0.00     63.25
09:59:49 PM     all     35.59      0.00      1.50      0.00      0.00     62.91
09:59:50 PM     all     33.42      0.00      1.26      0.00      0.00     65.33
09:59:51 PM     all     33.67      0.00      1.76      0.00      0.00     64.57
09:59:52 PM     all     37.41      0.00      0.75      0.00      0.00     61.85
09:59:53 PM     all     34.75      0.00      1.25      1.00      0.00     63.00
09:59:54 PM     all     36.02      0.00      0.50      0.00      0.00     63.48
09:59:55 PM     all     30.67      0.00      0.75      0.00      0.00     68.58
09:59:56 PM     all     29.43      0.00      1.75      0.00      0.00     68.83
09:59:57 PM     all     33.33      0.00      1.50      0.00      0.00     65.16
09:59:58 PM     all     40.60      0.00      0.75      0.75      0.25     57.64
09:59:59 PM     all     34.83      0.00      1.24      0.00      0.00     63.93
10:00:00 PM     all     38.25      0.00      1.25      0.00      0.00     60.50
10:00:01 PM     all     37.09      0.00      1.25      0.00      0.00     61.65
10:00:02 PM     all     38.75      0.00      1.25      0.00      0.00     60.00
10:00:03 PM     all     36.25      0.00      0.75      0.50      0.00     62.50
10:00:04 PM     all     32.75      0.00      1.50      0.00      0.00     65.75
10:00:05 PM     all     37.84      0.00      0.50      0.00      0.00     61.65
10:00:06 PM     all     35.93      0.00      1.51      0.00      0.00     62.56
10:00:07 PM     all     34.34      0.00      2.02      0.00      0.00     63.64
10:00:08 PM     all     33.33      0.00      1.49      0.00      0.00     65.17
10:00:09 PM     all     34.17      0.00      0.75      0.00      0.00     65.08
10:00:10 PM     all     36.66      0.00      1.75      0.00      0.00     61.60
10:00:11 PM     all     33.33      0.00      1.50      0.00      0.00     65.16
10:00:12 PM     all     35.95      0.00      1.01      0.00      0.00     63.04
10:00:13 PM     all     37.41      0.00      1.50      0.75      0.00     60.35
10:00:14 PM     all     36.59      0.00      1.25      0.00      0.00     62.16
10:00:15 PM     all     36.87      0.00      0.76      0.00      0.00     62.37
10:00:16 PM     all     35.25      0.00      1.50      0.00      0.25     63.00
10:00:17 PM     all     35.75      0.00      1.25      0.00      0.00     63.00
10:00:18 PM     all     32.83      0.00      0.76      0.00      0.00     66.41
10:00:19 PM     all     33.00      0.00      1.51      0.00      0.00     65.49
10:00:20 PM     all     36.59      0.00      1.25      0.00      0.00     62.16
10:00:21 PM     all     35.18      0.00      1.01      0.00      0.00     63.82
10:00:22 PM     all     35.00      0.00      1.25      0.00      0.00     63.75
10:00:23 PM     all     34.84      0.00      1.50      0.00      0.00     63.66
10:00:24 PM     all     32.25      0.00      1.00      0.50      0.00     66.25
10:00:25 PM     all     31.58      0.00      1.00      0.00      0.00     67.42
10:00:26 PM     all     37.87      0.00      1.24      0.00      0.00     60.89
10:00:27 PM     all     35.93      0.00      1.01      0.00      0.00     63.07
10:00:28 PM     all     34.67      0.00      1.01      0.00      0.00     64.32
10:00:29 PM     all     34.91      0.00      1.75      1.00      0.00     62.34
10:00:30 PM     all     35.84      0.00      1.25      0.25      0.00     62.66
10:00:31 PM     all     35.93      0.00      1.01      0.00      0.00     63.07
10:00:32 PM     all     31.33      0.00      1.00      0.00      0.00     67.67
10:00:33 PM     all     32.49      0.00      1.01      0.00      0.00     66.50
10:00:34 PM     all     27.43      0.00      0.75      0.75      0.00     71.07
10:00:35 PM     all     34.09      0.00      1.50      0.00      0.00     64.41
10:00:36 PM     all     35.24      0.00      1.49      0.00      0.00     63.28
10:00:37 PM     all     35.82      0.00      1.49      0.00      0.00     62.69
10:00:38 PM     all     33.42      0.00      1.50      0.00      0.00     65.09
10:00:39 PM     all     36.27      0.00      1.01      0.50      0.00     62.22
10:00:40 PM     all     32.92      0.00      1.00      0.00      0.25     65.84
10:00:41 PM     all     34.74      0.00      1.49      0.25      0.00     63.52
10:00:42 PM     all     42.39      0.00      1.75      0.00      0.00     55.86
10:00:43 PM     all     32.83      0.00      1.00      0.00      0.00     66.17
10:00:44 PM     all     34.50      0.00      1.25      0.50      0.00     63.75
10:00:45 PM     all     33.08      0.00      1.00      0.00      0.00     65.91
10:00:46 PM     all     33.00      0.00      2.00      0.00      0.00     65.00
10:00:47 PM     all     36.72      0.00      1.74      0.00      0.00     61.54
10:00:48 PM     all     33.58      0.00      1.00      0.00      0.00     65.41
10:00:49 PM     all     33.75      0.00      1.00      0.75      0.00     64.50
10:00:50 PM     all     32.84      0.00      1.49      0.00      0.00     65.67
10:00:51 PM     all     54.25      0.00      1.00      0.00      0.00     44.75
10:00:52 PM     all     38.60      0.00      1.25      0.00      0.00     60.15
