Linux 3.2.0-25-virtual (ip-10-154-184-231) 	04/05/2014 	_x86_64_	(4 CPU)

09:40:03 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:40:04 PM     all      0.00      0.00      0.27     12.73      0.27     86.74
09:40:05 PM     all      0.00      0.00      0.27      0.00      0.00     99.73
09:40:06 PM     all      0.78      0.00      7.49      1.03      0.26     90.44
09:40:07 PM     all      7.29      0.00      4.52      7.54      0.00     80.65
09:40:08 PM     all     12.66      0.00     13.67      6.08      0.25     67.34
09:40:09 PM     all      4.76      0.00     27.82     17.54      0.00     49.87
09:40:10 PM     all      4.75      0.00     27.75     20.75      0.00     46.75
09:40:11 PM     all      4.86      0.00     26.34     13.55      0.26     54.99
09:40:12 PM     all      2.27      0.00     11.08      0.00      0.00     86.65
09:40:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:14 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:15 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:40:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:18 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:40:19 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
09:40:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:21 PM     all      0.25      0.00      0.00      0.00      0.00     99.75
09:40:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:23 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:40:24 PM     all      0.00      0.00      0.25      0.25      0.00     99.50
09:40:25 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:30 PM     all      0.25      0.00      0.00      0.00      0.00     99.75
09:40:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:32 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:40:33 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:40:34 PM     all      0.00      0.00      0.00      0.25      0.00     99.75
09:40:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:40:36 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:40:37 PM     all      5.51      0.00      1.25      0.00      0.00     93.23
09:40:38 PM     all      1.26      0.00      1.01      0.00      0.00     97.74
09:40:39 PM     all     23.92      0.00      5.85      0.25      0.25     69.72
09:40:40 PM     all     30.63      0.00     10.63      0.00      0.51     58.23
09:40:41 PM     all     16.41      0.00      3.54     25.76      0.00     54.29
09:40:42 PM     all     11.78      0.00      5.26      4.01      0.00     78.95
09:40:43 PM     all      7.02      0.00      3.76      8.27      0.00     80.95
09:40:44 PM     all     16.04      0.00      7.02      2.26      0.00     74.69
09:40:45 PM     all      2.24      0.00      4.48     18.41      0.00     74.88
09:40:46 PM     all     13.00      0.00     10.75      2.00      0.00     74.25
09:40:47 PM     all     20.75      0.00      2.50     18.25      0.00     58.50
09:40:48 PM     all     22.61      0.00      2.51      6.78      0.00     68.09
09:40:49 PM     all     19.45      0.00      5.74      0.00      0.25     74.56
09:40:50 PM     all     20.75      0.00      4.25      0.00      0.00     75.00
09:40:51 PM     all     20.20      0.00      4.99      0.00      0.00     74.81
09:40:52 PM     all     24.31      0.00      0.75      0.00      0.00     74.94
09:40:53 PM     all     23.19      0.00      2.49     10.47      0.00     63.84
09:40:54 PM     all     21.91      0.00      2.52      0.25      0.00     75.31
09:40:55 PM     all      7.52      0.00      2.26     15.04      0.00     75.19
09:40:56 PM     all     21.20      0.00      3.49      0.50      0.00     74.81
09:40:57 PM     all     23.31      0.00      0.50      1.25      0.00     74.94
09:40:58 PM     all     23.69      0.00      1.50      0.50      0.00     74.31
09:40:59 PM     all     24.25      0.00      0.75      0.00      0.00     75.00
09:41:00 PM     all     18.45      0.00      5.99      0.50      0.25     74.81
09:41:01 PM     all      7.02      0.00      3.51     14.54      0.00     74.94
09:41:02 PM     all      0.25      0.00      0.25     24.88      0.00     74.63
09:41:03 PM     all     18.70      0.00      1.50      4.99      0.00     74.81
09:41:04 PM     all     22.06      0.00      3.01      0.00      0.00     74.94
09:41:05 PM     all     20.95      0.00      4.24      0.00      0.00     74.81
09:41:06 PM     all     23.31      0.00      1.75      0.00      0.00     74.94
09:41:07 PM     all     24.19      0.00      1.00      0.00      0.00     74.81
09:41:08 PM     all     23.81      0.00      1.00      0.00      0.00     75.19
09:41:09 PM     all     23.75      0.00      1.50      0.00      0.00     74.75
09:41:10 PM     all     20.55      0.00      4.51      0.00      0.00     74.94
09:41:11 PM     all     23.69      0.00      1.50      0.00      0.00     74.81
09:41:12 PM     all     21.50      0.00      3.50      0.00      0.00     75.00
09:41:13 PM     all     23.50      0.00      1.75      0.25      0.00     74.50
09:41:14 PM     all     21.30      0.00      3.51      0.00      0.00     75.19
09:41:15 PM     all     24.69      0.00      0.75      0.00      0.00     74.56
09:41:16 PM     all     24.00      0.00      1.00      0.00      0.00     75.00
09:41:17 PM     all     22.00      0.00      3.25      0.00      0.00     74.75
09:41:18 PM     all     23.00      0.00      2.00      0.25      0.00     74.75
09:41:19 PM     all     23.81      0.00      1.25      0.00      0.00     74.94
09:41:20 PM     all     23.94      0.00      1.25      0.00      0.00     74.81
09:41:21 PM     all     23.31      0.00      1.75      0.00      0.00     74.94
09:41:22 PM     all     20.75      0.00      4.25      0.00      0.00     75.00
09:41:23 PM     all     23.75      0.00      1.50      0.00      0.00     74.75
09:41:24 PM     all     20.50      0.00      4.50      0.00      0.00     75.00
09:41:25 PM     all     22.06      0.00      3.01      0.00      0.00     74.94
09:41:26 PM     all     18.75      0.00      4.25      2.25      0.00     74.75
09:41:27 PM     all     18.70      0.00      4.24      0.50      0.00     76.56
09:41:28 PM     all      2.76      0.00      1.25      0.25      0.00     95.74
09:41:29 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:41:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:41:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:41:32 PM     all      0.00      0.00      0.25      0.00      0.00     99.75
09:41:33 PM     all      4.26      0.00      7.77      6.02      0.00     81.95
09:41:34 PM     all      0.25      0.00      0.75      0.00      0.00     99.00
09:41:35 PM     all      8.29      0.00     17.34      0.50      0.00     73.87
09:41:36 PM     all      7.25      0.00     15.50      4.00      0.00     73.25
09:41:37 PM     all      8.75      0.00     18.00      0.00      0.00     73.25
09:41:38 PM     all      7.07      0.00     12.88      6.31      0.00     73.74
09:41:39 PM     all      7.29      0.00     20.35      1.01      0.00     71.36
09:41:40 PM     all      3.52      0.00     28.64      0.00      0.25     67.59
09:41:41 PM     all      4.00      0.00     25.75      0.00      0.00     70.25
09:41:42 PM     all     15.00      0.00     11.75      0.00      0.00     73.25
09:41:43 PM     all     18.34      0.00      6.28      0.75      0.00     74.62
09:41:44 PM     all     13.03      0.00     12.28      0.50      0.00     74.19
09:41:45 PM     all      6.80      0.00     12.59      1.51      0.25     78.84
09:41:46 PM     all      1.00      0.00      2.25      0.00      0.00     96.75
09:41:47 PM     all      7.29      0.00     18.84      0.00      0.00     73.87
09:41:48 PM     all      7.77      0.00     18.05      0.75      0.25     73.18
09:41:49 PM     all      8.29      0.00     18.09      0.00      0.00     73.62
09:41:50 PM     all      8.25      0.00     19.50      0.00      0.00     72.25
09:41:51 PM     all      6.28      0.00     19.85      3.52      0.00     70.35
09:41:52 PM     all      4.02      0.00     26.88      0.00      0.00     69.10
09:41:53 PM     all      4.13      0.00     22.22      1.29      0.00     72.35
09:41:54 PM     all      6.23      0.00     24.69      0.00      0.25     68.83
09:41:55 PM     all      5.56      0.00     24.75      0.00      0.00     69.70
09:41:56 PM     all     14.57      0.00     11.81      0.25      0.00     73.37
09:41:57 PM     all     23.25      0.00      2.00      0.00      0.00     74.75
09:41:58 PM     all     18.30      0.00      2.51      8.02      0.00     71.18
09:41:59 PM     all     14.04      0.00      3.26      4.76      0.00     77.94
09:42:00 PM     all     14.25      0.00     11.50      0.00      0.00     74.25
09:42:01 PM     all     14.61      0.00     11.34      0.00      0.00     74.06
09:42:02 PM     all     16.63      0.00      9.68      0.00      0.00     73.70
09:42:03 PM     all     18.95      0.00      5.99      0.50      0.25     74.31
09:42:04 PM     all     18.25      0.00      7.25      0.00      0.00     74.50
09:42:05 PM     all     18.45      0.00      7.23      0.00      0.00     74.31
09:42:06 PM     all     11.50      0.00     14.75      0.00      0.00     73.75
09:42:07 PM     all     11.28      0.00     18.30      0.00      0.00     70.43
09:42:08 PM     all     11.28      0.00     17.04      1.00      0.25     70.43
09:42:09 PM     all      3.28      0.00      1.77     18.69      0.00     76.26
09:42:10 PM     all     29.18      0.00      3.74      1.75      0.00     65.34
09:42:11 PM     all     25.63      0.00      2.51      0.00      0.00     71.86
09:42:12 PM     all     21.95      0.00      2.49      0.00      0.00     75.56
09:42:13 PM     all     28.75      0.00      2.25      1.25      0.00     67.75
09:42:14 PM     all     33.84      0.00      0.25     24.49      0.00     41.41
09:42:15 PM     all     34.00      0.00      0.25      2.75      0.00     63.00
09:42:16 PM     all     33.58      0.00      0.50      0.00      0.00     65.91
09:42:17 PM     all     34.50      0.00      0.25      0.00      0.00     65.25
09:42:18 PM     all     34.17      0.00      0.25      0.00      0.00     65.58
09:42:19 PM     all     34.41      0.00      0.75      1.25      0.00     63.59
09:42:20 PM     all     34.66      0.00      0.50      0.00      0.00     64.84
09:42:21 PM     all     34.92      0.00      0.00      0.00      0.00     65.08
09:42:22 PM     all     34.91      0.00      0.25      0.00      0.00     64.84
09:42:23 PM     all     35.09      0.00      0.25      0.00      0.00     64.66
09:42:24 PM     all     35.41      0.00      0.50      1.25      0.00     62.84
09:42:25 PM     all     35.84      0.00      0.00      0.00      0.00     64.16
09:42:26 PM     all     33.42      0.00      0.50      0.00      0.00     66.08
09:42:27 PM     all     33.75      0.00      0.25      0.00      0.00     66.00
09:42:28 PM     all     33.83      0.00      0.25      0.00      0.25     65.67
09:42:29 PM     all     33.67      0.00      0.00      1.26      0.00     65.08
09:42:30 PM     all     33.33      0.00      1.00      0.00      0.00     65.67
09:42:31 PM     all     34.00      0.00      0.25      0.00      0.00     65.75
09:42:32 PM     all     34.41      0.00      0.25      0.00      0.00     65.34
09:42:33 PM     all     30.60      0.00      4.73      0.00      0.00     64.68
09:42:34 PM     all     27.32      0.00      2.26      3.76      0.00     66.67
09:42:35 PM     all     24.62      0.00      3.02      0.00      0.00     72.36
09:42:36 PM     all     35.50      0.00      0.50      0.00      0.00     64.00
09:42:37 PM     all     35.41      0.00      0.25      0.00      0.00     64.34
09:42:38 PM     all     33.50      0.00      0.50      0.25      0.00     65.76
09:42:39 PM     all     33.83      0.00      0.50      7.77      0.00     57.89
09:42:40 PM     all     33.67      0.00      0.50      0.00      0.00     65.84
09:42:41 PM     all     33.75      0.00      0.25      0.00      0.00     66.00
09:42:42 PM     all     33.92      0.00      0.25      0.00      0.00     65.83
09:42:43 PM     all     34.58      0.00      0.25      0.25      0.00     64.93
09:42:44 PM     all     34.50      0.00      0.50      0.00      0.00     65.00
09:42:45 PM     all     35.07      0.00      0.50      0.00      0.00     64.43
09:42:46 PM     all     34.75      0.00      0.25      0.00      0.00     65.00
09:42:47 PM     all     34.84      0.00      0.25      0.00      0.25     64.66
09:42:48 PM     all     31.50      0.00      3.75      0.00      0.00     64.75
09:42:49 PM     all     27.36      0.00      4.23      1.24      0.00     67.16
09:42:50 PM     all     24.44      0.00      2.74      0.00      0.00     72.82
09:42:51 PM     all     23.50      0.00      3.50      0.00      0.00     73.00
09:42:52 PM     all     33.75      0.00      0.00      0.00      0.00     66.25
09:42:53 PM     all     33.92      0.00      0.50      0.00      0.00     65.59
09:42:54 PM     all     33.42      0.00      1.00     21.95      0.00     43.64
09:42:55 PM     all     34.00      0.00      0.25      3.75      0.00     62.00
09:42:56 PM     all     34.25      0.00      0.25      0.00      0.00     65.50
09:42:57 PM     all     33.92      0.00      0.25      0.00      0.00     65.83
09:42:58 PM     all     34.25      0.00      0.50      0.00      0.00     65.25
09:42:59 PM     all     34.09      0.00      0.51      0.00      0.00     65.40
09:43:00 PM     all     34.84      0.00      0.50      0.00      0.00     64.66
09:43:01 PM     all     35.16      0.00      0.50      0.00      0.00     64.34
09:43:02 PM     all     35.84      0.00      1.00      0.00      0.00     63.16
09:43:03 PM     all     35.75      0.00      0.00      0.00      0.00     64.25
09:43:04 PM     all     35.34      0.00      0.50      1.25      0.00     62.91
09:43:05 PM     all     35.41      0.00      0.50      0.00      0.00     64.09
09:43:06 PM     all     34.00      0.00      0.25      0.00      0.25     65.50
09:43:07 PM     all     33.75      0.00      0.25      0.00      0.00     66.00
09:43:08 PM     all     34.00      0.00      0.25      0.25      0.00     65.50
09:43:09 PM     all     33.75      0.00      0.50      0.50      0.00     65.25
09:43:10 PM     all     33.92      0.00      0.25      0.00      0.00     65.83
09:43:11 PM     all     34.08      0.00      0.50      0.00      0.00     65.42
09:43:12 PM     all     29.72      0.00      4.53      0.25      0.00     65.49
09:43:13 PM     all     25.81      0.00      3.26      0.25      0.00     70.68
09:43:14 PM     all     34.16      0.00      1.25     10.47      0.00     54.11
09:43:15 PM     all     34.75      0.00      0.25      0.00      0.00     65.00
09:43:16 PM     all     34.66      0.00      0.75      0.00      0.00     64.59
09:43:17 PM     all     34.91      0.00      0.50      0.00      0.00     64.59
09:43:18 PM     all     35.16      0.00      0.50      0.25      0.00     64.09
09:43:19 PM     all     35.00      0.00      0.50      0.50      0.00     64.00
09:43:20 PM     all     31.58      0.00      3.26      0.00      0.00     65.16
09:43:21 PM     all     28.39      0.00      3.77      0.00      0.00     67.84
09:43:22 PM     all     24.50      0.00      2.75      0.00      0.00     72.75
09:43:23 PM     all     31.00      0.00      1.75      0.00      0.25     67.00
09:43:24 PM     all     34.09      0.00      0.25      9.52      0.00     56.14
09:43:25 PM     all     34.17      0.00      0.25      4.27      0.00     61.31
09:43:26 PM     all     33.58      0.00      0.50      0.00      0.00     65.91
09:43:27 PM     all     34.75      0.00      0.00      0.00      0.00     65.25
09:43:28 PM     all     34.50      0.00      0.25      0.25      0.00     65.00
09:43:29 PM     all     35.00      0.00      0.50      0.00      0.00     64.50
09:43:30 PM     all     34.42      0.00      0.50      0.00      0.00     65.08
09:43:31 PM     all     35.00      0.00      0.50      0.00      0.00     64.50
09:43:32 PM     all     33.67      0.00      0.25      0.00      0.00     66.08
09:43:33 PM     all     33.17      0.00      0.50      0.25      0.00     66.08
09:43:34 PM     all     33.50      0.00      0.25      0.75      0.00     65.50
09:43:35 PM     all     33.33      0.00      0.00      0.00      0.00     66.67
09:43:36 PM     all     33.50      0.00      0.25      0.00      0.00     66.25
09:43:37 PM     all     30.00      0.00      5.00      0.00      0.00     65.00
09:43:38 PM     all     26.18      0.00      2.49      0.25      0.00     71.07
09:43:39 PM     all     26.57      0.00      2.26      9.77      0.00     61.40
09:43:40 PM     all     33.67      0.00      0.25      0.00      0.00     66.08
09:43:41 PM     all     34.74      0.00      0.25      0.00      0.00     65.01
09:43:42 PM     all     34.33      0.00      0.50      0.00      0.00     65.17
09:43:43 PM     all     34.85      0.00      0.00      0.00      0.00     65.15
09:43:44 PM     all     34.74      0.00      0.50      2.48      0.00     62.28
09:43:45 PM     all     35.09      0.00      0.25      0.00      0.00     64.66
09:43:46 PM     all     33.08      0.00      0.75      0.00      0.00     66.17
09:43:47 PM     all     33.50      0.00      0.25      0.00      0.00     66.25
09:43:48 PM     all     34.01      0.00      0.00      0.00      0.00     65.99
09:43:49 PM     all     34.00      0.00      0.50      0.00      0.00     65.51
09:43:50 PM     all     33.58      0.00      0.25      0.00      0.25     65.91
09:43:51 PM     all     34.25      0.00      0.25      0.00      0.00     65.50
09:43:52 PM     all     34.41      0.00      0.25      0.00      0.00     65.34
09:43:53 PM     all     29.93      0.00      3.99      0.00      0.00     66.08
09:43:54 PM     all     28.72      0.00      3.78      1.26      0.00     66.25
09:43:55 PM     all     24.00      0.00      2.75      0.00      0.00     73.25
09:43:56 PM     all     23.44      0.00      3.24      0.00      0.00     73.32
09:43:57 PM     all     34.42      0.00      0.50      0.00      0.00     65.08
09:43:58 PM     all     34.84      0.00      0.25      0.00      0.00     64.91
09:43:59 PM     all     35.00      0.00      0.50      7.75      0.25     56.50
09:44:00 PM     all     34.25      0.00      0.75      2.50      0.00     62.50
09:44:01 PM     all     33.25      0.00      0.25      0.00      0.00     66.50
09:44:02 PM     all     33.42      0.00      0.75      0.00      0.00     65.84
09:44:03 PM     all     33.92      0.00      0.00      0.00      0.00     66.08
09:44:04 PM     all     33.50      0.00      0.50      0.25      0.00     65.75
09:44:05 PM     all     33.58      0.00      0.25      0.00      0.00     66.17
09:44:06 PM     all     34.16      0.00      0.25      0.00      0.00     65.59
09:44:07 PM     all     34.17      0.00      0.00      0.00      0.00     65.83
09:44:08 PM     all     34.50      0.00      0.25      0.00      0.00     65.25
09:44:09 PM     all     34.42      0.00      0.50      0.50      0.00     64.57
09:44:10 PM     all     34.01      0.00      0.50      0.00      0.00     65.49
09:44:11 PM     all     34.83      0.00      0.25      0.00      0.00     64.93
09:44:12 PM     all     34.17      0.00      0.75      0.00      0.00     65.08
09:44:13 PM     all     34.67      0.00      0.50      0.00      0.00     64.82
09:44:14 PM     all     35.64      0.00      0.25      0.50      0.00     63.61
09:44:15 PM     all     33.42      0.00      0.50      0.00      0.00     66.08
09:44:16 PM     all     28.39      0.00      2.51      0.00      0.00     69.10
09:44:17 PM     all     30.83      0.00      5.01      0.00      0.00     64.16
09:44:18 PM     all     24.63      0.00      2.49      0.25      0.00     72.64
09:44:19 PM     all     29.00      0.00      2.00     11.25      0.00     57.75
09:44:20 PM     all     33.50      0.00      0.25      6.50      0.00     59.75
09:44:21 PM     all     33.75      0.00      0.25      0.00      0.00     66.00
09:44:22 PM     all     33.92      0.00      0.25      0.00      0.00     65.84
09:44:23 PM     all     33.75      0.00      0.50      0.25      0.00     65.51
09:44:24 PM     all     34.41      0.00      0.00      0.25      0.00     65.34
09:44:25 PM     all     34.75      0.00      0.25      0.00      0.00     65.00
09:44:26 PM     all     34.66      0.00      0.50      0.00      0.00     64.84
09:44:27 PM     all     35.25      0.00      0.25      0.00      0.00     64.50
09:44:28 PM     all     34.67      0.00      0.25      0.25      0.00     64.82
09:44:29 PM     all     34.58      0.00      1.00      0.50      0.00     63.93
09:44:30 PM     all     34.75      0.00      0.00      0.00      0.00     65.25
09:44:31 PM     all     33.25      0.00      0.50      0.00      0.00     66.25
09:44:32 PM     all     33.25      0.00      0.50      0.00      0.00     66.25
09:44:33 PM     all     30.65      0.00      5.03      0.00      0.00     64.32
09:44:34 PM     all     26.68      0.00      3.49      3.74      0.00     66.08
09:44:35 PM     all     23.25      0.00      3.00      0.00      0.00     73.75
09:44:36 PM     all     34.50      0.00      0.75      0.00      0.00     64.75
09:44:37 PM     all     35.00      0.00      0.25      0.00      0.00     64.75
09:44:38 PM     all     35.25      0.00      0.50      0.00      0.00     64.25
09:44:39 PM     all     35.59      0.00      0.25      5.01      0.00     59.15
09:44:40 PM     all     33.75      0.00      0.25      1.00      0.00     65.00
09:44:41 PM     all     33.92      0.00      0.25      0.00      0.00     65.84
09:44:42 PM     all     33.08      0.00      0.75      0.00      0.00     66.17
09:44:43 PM     all     34.25      0.00      0.25      0.00      0.00     65.50
09:44:44 PM     all     34.00      0.00      0.50      1.25      0.00     64.25
09:44:45 PM     all     34.66      0.00      0.25      0.00      0.25     64.84
09:44:46 PM     all     34.84      0.00      0.00      0.00      0.00     65.16
09:44:47 PM     all     35.00      0.00      0.50      0.00      0.00     64.50
09:44:48 PM     all     35.00      0.00      0.50      0.00      0.00     64.50
09:44:49 PM     all     30.50      0.00      4.50      0.00      0.00     65.00
09:44:50 PM     all     29.75      0.00      2.00      0.00      0.00     68.25
09:44:51 PM     all     21.70      0.00      4.24      0.00      0.00     74.06
09:44:52 PM     all     24.87      0.00      2.76      0.00      0.00     72.36
09:44:53 PM     all     33.83      0.00      0.50      0.25      0.00     65.41
09:44:54 PM     all     34.50      0.00      0.50      8.25      0.25     56.50
09:44:55 PM     all     35.00      0.00      0.50      9.25      0.00     55.25
09:44:56 PM     all     34.91      0.00      0.50      0.00      0.00     64.59
09:44:57 PM     all     34.59      0.00      0.50      0.00      0.00     64.91
09:44:58 PM     all     35.32      0.00      0.50      0.25      0.00     63.93
09:44:59 PM     all     35.25      0.00      0.50      0.25      0.00     64.00
09:45:00 PM     all     35.16      0.00      1.00      0.00      0.00     63.84
09:45:01 PM     all     36.57      0.00      0.25      0.00      0.00     63.18
09:45:02 PM     all     34.25      0.00      0.50      0.25      0.00     65.00
09:45:03 PM     all     33.92      0.00      0.50      0.25      0.00     65.34
09:45:04 PM     all     34.16      0.00      0.25      0.25      0.00     65.34
09:45:05 PM     all     33.67      0.00      0.00      0.00      0.00     66.33
09:45:06 PM     all     33.92      0.00      0.25      0.00      0.00     65.84
09:45:07 PM     all     34.33      0.00      0.25      0.00      0.00     65.42
09:45:08 PM     all     34.17      0.00      0.25      0.00      0.00     65.58
09:45:09 PM     all     34.01      0.00      0.25      1.26      0.00     64.48
09:45:10 PM     all     34.41      0.00      0.50      0.00      0.00     65.09
09:45:11 PM     all     34.75      0.00      0.75      0.00      0.00     64.50
09:45:12 PM     all     33.33      0.00      0.75      0.00      0.00     65.92
09:45:13 PM     all     36.36      0.00      1.01      0.25      0.00     62.37
09:45:14 PM     all     37.69      0.00      0.75      0.25      0.25     61.06
09:45:15 PM     all     38.60      0.00      0.50      0.00      0.00     60.90
09:45:16 PM     all     38.60      0.00      0.50      0.00      0.00     60.90
09:45:17 PM     all     38.60      0.00      0.50      0.00      0.00     60.90
09:45:18 PM     all     38.60      0.00      0.50      0.25      0.25     60.40
09:45:19 PM     all     39.29      0.00      0.25      0.25      0.00     60.20
09:45:20 PM     all     40.35      0.00      0.00      0.00      0.00     59.65
09:45:21 PM     all     40.65      0.00      0.50      0.00      0.00     58.85
09:45:22 PM     all     41.69      0.00      0.50      0.00      0.00     57.82
09:45:23 PM     all     40.85      0.00      0.50      0.25      0.00     58.40
09:45:24 PM     all     41.15      0.00      0.50      0.50      0.00     57.86
09:45:25 PM     all     41.25      0.00      0.50      0.00      0.00     58.25
09:45:26 PM     all     41.25      0.00      0.50      0.00      0.25     58.00
09:45:27 PM     all     38.13      0.00      0.25      0.00      0.00     61.62
09:45:28 PM     all     38.65      0.00      0.25      0.00      0.25     60.85
09:45:29 PM     all     38.90      0.00      0.50      0.50      0.00     60.10
09:45:30 PM     all     38.48      0.00      0.00      0.00      0.00     61.52
09:45:31 PM     all     39.36      0.00      0.25      0.00      0.00     60.40
09:45:32 PM     all     37.75      0.00      1.75      0.00      0.00     60.50
09:45:33 PM     all     39.35      0.00      0.50      0.00      0.00     60.15
09:45:34 PM     all     40.10      0.00      0.50      0.50      0.00     58.91
09:45:35 PM     all     40.25      0.00      0.25      0.00      0.00     59.50
09:45:36 PM     all     40.05      0.00      0.25      0.00      0.00     59.70
09:45:37 PM     all     40.74      0.00      0.49      0.00      0.25     58.52
09:45:38 PM     all     41.25      0.00      0.25      0.00      0.00     58.50
09:45:39 PM     all     40.70      0.00      0.50      0.50      0.00     58.29
09:45:40 PM     all     41.60      0.00      0.50      0.00      0.00     57.89
09:45:41 PM     all     40.80      0.00      0.50      0.00      0.00     58.71
09:45:42 PM     all     37.84      0.00      0.25      0.00      0.25     61.65
09:45:43 PM     all     38.25      0.00      0.50      0.25      0.00     61.00
09:45:44 PM     all     38.50      0.00      0.25      0.25      0.00     61.00
09:45:45 PM     all     38.29      0.00      0.25      0.00      0.00     61.46
09:45:46 PM     all     38.81      0.00      0.25      0.00      0.00     60.95
09:45:47 PM     all     38.64      0.00      0.25      0.00      0.00     61.11
09:45:48 PM     all     39.20      0.00      0.25      0.00      0.00     60.55
09:45:49 PM     all     39.90      0.00      0.25      0.00      0.00     59.85
09:45:50 PM     all     39.45      0.00      0.50      0.50      0.00     59.55
09:45:51 PM     all     39.70      0.00      0.75      0.00      0.25     59.30
09:45:52 PM     all     38.60      0.00      0.75      0.75      0.00     59.90
09:45:53 PM     all     40.45      0.00      0.25      0.25      0.00     59.05
09:45:54 PM     all     40.85      0.00      0.50      0.00      0.00     58.65
09:45:55 PM     all     41.83      0.00      0.50      0.74      0.25     56.68
09:45:56 PM     all     38.71      0.00      0.25      0.00      0.00     61.04
09:45:57 PM     all     38.10      0.00      0.50      0.00      0.00     61.40
09:45:58 PM     all     38.13      0.00      0.25      0.25      0.00     61.36
09:45:59 PM     all     38.44      0.00      0.50      0.00      0.00     61.06
09:46:00 PM     all     38.38      0.00      0.25      1.01      0.00     60.35
09:46:01 PM     all     39.20      0.00      0.50      0.00      0.25     60.05
09:46:02 PM     all     39.85      0.00      0.00      0.00      0.00     60.15
09:46:03 PM     all     40.51      0.00      0.00      0.00      0.00     59.49
09:46:04 PM     all     40.45      0.00      0.25      0.00      0.00     59.30
09:46:05 PM     all     40.25      0.00      0.50      1.25      0.25     57.75
09:46:06 PM     all     40.45      0.00      0.25      0.00      0.00     59.30
09:46:07 PM     all     40.66      0.00      0.00      0.00      0.00     59.34
09:46:08 PM     all     42.00      0.00      0.50      0.00      0.00     57.50
09:46:09 PM     all     40.71      0.00      0.00      0.00      0.00     59.29
09:46:10 PM     all     38.25      0.00      0.50      1.25      0.00     60.00
09:46:11 PM     all     38.25      0.00      0.75      0.00      0.00     61.00
09:46:12 PM     all     38.85      0.00      0.25      0.00      0.00     60.90
09:46:13 PM     all     37.94      0.00      0.50      0.00      0.25     61.31
09:46:14 PM     all     39.10      0.00      0.50      0.00      0.00     60.40
09:46:15 PM     all     39.50      0.00      0.50      0.50      0.00     59.50
09:46:16 PM     all     39.60      0.00      0.25      0.00      0.25     59.90
09:46:17 PM     all     39.80      0.00      0.50      0.00      0.00     59.70
09:46:18 PM     all     40.60      0.00      0.50      0.00      0.00     58.90
09:46:19 PM     all     40.75      0.00      0.25      0.00      0.00     59.00
09:46:20 PM     all     41.25      0.00      0.25      1.00      0.00     57.50
09:46:21 PM     all     40.85      0.00      0.50      0.00      0.00     58.65
09:46:22 PM     all     41.50      0.00      0.50      0.00      0.25     57.75
09:46:23 PM     all     42.57      0.00      0.25      0.25      0.00     56.93
09:46:24 PM     all     37.69      0.00      0.50      0.00      0.00     61.81
09:46:25 PM     all     38.35      0.00      0.50      1.25      0.00     59.90
09:46:26 PM     all     38.75      0.00      0.25      0.00      0.00     61.00
09:46:27 PM     all     38.44      0.00      0.25      0.00      0.25     61.06
09:46:28 PM     all     38.69      0.00      0.50      0.00      0.00     60.80
09:46:29 PM     all     39.75      0.00      0.25      0.00      0.00     60.00
09:46:30 PM     all     38.29      0.00      1.26      1.01      0.00     59.45
09:46:31 PM     all     40.20      0.00      0.50      0.00      0.00     59.31
09:46:32 PM     all     40.40      0.00      0.25      0.00      0.00     59.35
09:46:33 PM     all     40.65      0.00      0.50      0.25      0.25     58.35
09:46:34 PM     all     40.35      0.00      0.50      0.00      0.00     59.15
09:46:35 PM     all     41.00      0.00      0.50      1.00      0.00     57.50
09:46:36 PM     all     41.10      0.00      0.25      0.00      0.00     58.65
09:46:37 PM     all     39.70      0.00      0.50      0.00      0.00     59.80
09:46:38 PM     all     38.81      0.00      0.50      0.00      0.00     60.70
09:46:39 PM     all     38.40      0.00      0.50      0.00      0.25     60.85
09:46:40 PM     all     38.60      0.00      0.00      1.00      0.00     60.40
